prompt,response
"Liam Lyburd, 19, who is skilled at computing, planned to launch a murderous attack at","a school in the town of Crawley, West Sussex.
He had been planning the attack for months and had even created a manifesto detailing"
Al Franken to resign amid recently surfaced allegations,"of sexual misconduct
Al Franken, a Democratic senator from Minnesota, announced on Thursday that he will resign from office in the coming weeks amid allegations of sexual misconduct.
Franken's decision comes after several women accused"
YG has just shared a remix of “FDT” (Fuck,"Donald Trump) with Nipsey Hussle, and it’s just as fiery as the original.
The song, which originally dropped in 2016, has become a rallying cry"
"Born in 1894, and raised in Manhattan by well-to-do parents, her love of reading and culture","led her to attend the prestigious New York City public school, Hunter College High School. She was a voracious reader, devouring books"
The Cardinals currently have just Drew Stanton at quarterback and,"are likely to sign another veteran to back him up. The team could also look to draft a quarterback in the early rounds of the draft, but that would depend on their evaluation of the quarterback prospects"
The 19-year-old homeless woman had accused a Calgary man named Alexander Scott,"of repeatedly sexually assaulting her when she was 15 and 16 years old.
The Calgary man, 22, was found guilty of sexual assault and sexual exploitation in connection"
"Seriously, tell me, you spineless fucks, do you","think you can handle the truth? The truth about your pathetic, sniveling, groveling, craven, gutless, spineless, sniveling, craven,"
"In a nutshell, Mr Sarrazin's argument is that the right sort of German women are having too few","children, while the wrong sort are having too many. He suggests that the German government should encourage more women from the ""right"" groups"
"Within seconds, a gentleman walked past us",", and I noticed a subtle, yet striking, detail on his suit. A subtle sheen, a hint of texture, a dash of subtle color. The fabric of his suit was unlike anything I had"
"“People used to sit at traffic lights and say, ‘","I wish I had a camera to take a picture of this view,’” says photographer and filmmaker, Chris Burkard. “Now, people are sitting at traffic lights and taking pictures of the"
Georges St-Pierre has told Nick Diaz he is wasting his time with any trash,"talk ahead of their UFC 158 bout.
St-Pierre and Diaz have been involved in a heated feud in recent weeks, with both fighters trading verbal blows in"
"Casey Johnson of Ars Technica proclaims ""The death of the '","net neutrality' debate"" in a recent article. He argues that the FCC's recent decision to reclassify broadband as a Title I service under the Communications Act of 193"
Pope Francis has called for urgent action to stop climate change and proposed that caring for the environment,"be considered a moral obligation.
The Pope made his comments in a speech at the Pontifical Academy of Sciences in Rome, where he also called for"
"Following in the footsteps of The Walking Dead, BBC America’s","new series, In the Dark, is a gritty and intense drama that explores the darker side of human nature.
The show follows Murphy Mason (Perry Mattfeld), a blind and fe"
The Malaysian crooks tranquillised the,"victim with a substance before robbing him of his valuables.
A 34-year-old man was robbed and left unconscious in a hotel room in Johor Bahru, Malaysia, after being tranquillised"
"And, of course, there’s the way I can tell tales of my past accomplishments to the youngsters I train, while still subtly","implying that I was the one who really did all the hard work.
But, in all seriousness, I do hope"
UCF kicker Donald De La Haye has been ruled ineligible after continuing to,"play despite being suspended by the school for violating team rules, according to multiple reports.
De La Haye, a senior, was suspended by the school for violating team rules"
